github_url,stars
github.com/mpokorny/vysmaw,1
github.com/mpound/comb,0
github.com/mpound/pdrtpy,8
github.com/mr-superonion/fpfs,14
github.com/mraveri/tensiometer,24
github.com/mrbell/fsclean,0
github.com/mriener/gausspyplus,52
github.com/mrline/chimera,14
github.com/mrtommyb/ktransit,51
github.com/msabuschmann/sledgehamr,13
github.com/msailer1234/jwst_simulation,0
github.com/mslonina/mechanic,6
github.com/msm550/dmatis,1
github.com/msolpera/pyupmask,18
github.com/msyazwanfaid/authentication-algorithm-for-new-moon-visibility-report,0
github.com/msyazwanfaid/hilalpy,1
github.com/mtakahiro/gsf,11
github.com/mtazzari/binary,1
github.com/mtazzari/galario,32
github.com/mtazzari/uvplot,18
github.com/mtceballos/sirenadoc,0
github.com/mtlam/pypulse,28
github.com/mudit-jain90/i-spin,5
github.com/mugurbil/gnm,1
github.com/mulan-project/mulan,9
github.com/multiversario/satcand,2
github.com/multiwavelength/gleam,27
github.com/multiwavelength/redshifts,10
github.com/musevlt/muse-psfr,9
github.com/musevlt/origin,4
github.com/musevlt/zap,10
github.com/musoke/ultradark.jl,17
github.com/mwalmsley/zoobot,107
github.com/mwanakijiji/dewarp,0
github.com/mwanakijiji/rrlfe,0
github.com/mwaskom/seaborn,13325
github.com/mwhosek/extlaw_h18,0
github.com/mwvgroup/pwv_kpno,11
github.com/myinxd/mcrgnet,4
github.com/myrafproject/myrafproject,8
github.com/mzechmeister/gls,37
github.com/mzechmeister/serval,37
github.com/mzechmeister/viper,7
github.com/mzemp/halogen,5
github.com/n-bodyshop/fof,4
github.com/n-bodyshop/gasoline,29
github.com/n-bodyshop/smooth,2
github.com/n-bodyshop/tipsy,14
github.com/n-claes/legolas,13
github.com/nabeelre/btsbot,15
github.com/nabeelre/nimble,4
github.com/nadvornikjiri/hiss-cube,2
github.com/nanograv/enterprise,74
github.com/nanograv/pint,131
github.com/nanograv/ptmcmcsampler,55
github.com/naonori/hitomi,8
github.com/nasa-planetary-science/pade-disk-code,2
github.com/nasa-planetary-science/sbpy,73
github.com/nasa/cf,95
github.com/nasa/cfe,449
github.com/nasa/exoscene,7
github.com/nasa/kamodo,54
github.com/nasa/kepler-robovetter,29
github.com/nasa/keplerports,18
github.com/natashabatalha/pandexo,39
github.com/natashabatalha/picaso,76
github.com/natelust/least_asymmetry,1
github.com/nathanchara/l1periodogram,23
github.com/nathansandford/chem-i-calc,6
github.com/nbellomo/multi_class,6
github.com/ncar/ncar-classic-libraries-for-geophysics,29
github.com/ndaniyar/aphot,2
github.com/ndrakos/icicle,3
github.com/nebblu/react,14
github.com/neeravkaushal/rids-in-wcds,0
github.com/nell-byler/cloudyfsps,14
github.com/nemesiscode/radtrancode,21
github.com/neogeographytoolkit/stereopipeline,549
github.com/neslusan/beltcross2,0
github.com/nespinoza/exonailer,19
github.com/nespinoza/juliet,60
github.com/nespinoza/ld-exosim,1
github.com/nespinoza/limb-darkening,13
github.com/nespinoza/mc-spam,2
github.com/newstrangeworlds/bear,10
github.com/newstrangeworlds/fastchem,48
github.com/nextflow-io/nextflow,3084
github.com/nextgencmb/lensitbiases,3
github.com/ngbusca/quasarnet,14
github.com/nhcrisp/adbsat,21
github.com/nhurleywalker/fits_warp,6
github.com/nialljeffrey/bornraytrace,4
github.com/nialljeffrey/deepmass,14
github.com/nicholaswogan/photochem,14
github.com/nicholaswogan/photochempy,20
github.com/nickfarrow/galacticdnsmass,4
github.com/nickhand/pyrsd,9
github.com/nickk124/robust-outlier-rejection,7
github.com/nickmilsonphysics/binarystarsolver,13
github.com/nickrodd/hdmspectra,14
github.com/nickswainston/pulsar_spectra,16
github.com/nicocardiel/indexf,1
github.com/nicocardiel/rmodel,1
github.com/nikhil-sarin/redback,60
github.com/nitadori/scf-fdps,1
github.com/nithyanandan/prisim,13
github.com/nivha/three_body_integration,1
github.com/njcuk9999/apero-drs,12
github.com/njcuk9999/lbl,18
github.com/nkhorshid/simab,3
github.com/nksaunders/giants,3
github.com/nnssa/gallumi_public,15
github.com/noahsailer/fishlss,17
github.com/nombac/optab,17
github.com/noraeisner/latte,40
github.com/nrao/unipops,0
github.com/nrdd-constraints/nrdd,3
github.com/ntlucia/browndwarf-spectralindices,1
github.com/ntoles/tristan-mp-pitp,35
github.com/ntveem/sterile-dm,5
github.com/nu-radio/nuradiomc,37
github.com/nuc-astro/winnet,14
github.com/nuclear-multimessenger-astronomy/nmma,38
github.com/nugrid/nupycee,28
github.com/numcosmo/numcosmo,44
github.com/nuspacesim/nupyprop,14
github.com/nuspacesim/nuspacesim,11
github.com/nworbde/dstar,22
github.com/nye17/javelin,25
github.com/obreschkow/dftools,2
github.com/octapps/octapps,11
github.com/odlomax/spamcart-dev,1
github.com/ofionnad/radiowinds,5
github.com/oguri/glafic2,29
github.com/ohervet/bjet_mcmc,13
github.com/olebole/python-cpl,10
github.com/olivares-j/kalkayotl,13
github.com/oliveirara/polymv,0
github.com/oliverfhd/gpuniverse,2
github.com/oliverphilcox/chempymulti,10
github.com/oliverphilcox/effectivehalos,10
github.com/oliverphilcox/encore,21
github.com/oliverphilcox/hades,0
github.com/oliverphilcox/hipster,6
github.com/oliverphilcox/keplers-goat-herd,47
github.com/oliverphilcox/oneloopbispectrum,5
github.com/oliverphilcox/polybin3d,5
github.com/oliverphilcox/polyspec,15
github.com/oliverphilcox/rascalc,10
github.com/oliverphilcox/spectra-without-windows,6
github.com/omboersma/deepglow,9
github.com/ompha/clues,1
github.com/onsala-space-observatory/fakeobs,1
github.com/oorb/oorb,59
github.com/opencollab/arpack-ng,322
github.com/oscaribv/citlalicue,12
github.com/oscaribv/exotrending,11
github.com/oscaribv/pyaneti,47
github.com/ossos/surveysimulator,9
github.com/oxes/k2sc,18
github.com/pablomsanala/fabada,26
github.com/pablovd/21cmdeeplearning,3
github.com/pablovd/cosmographnet,18
github.com/pablovd/halographnet,28
github.com/pablovd/hayashi,3
github.com/pacurran/mcspearman,2
github.com/pahfit/pahfit_classic,0
github.com/palumbom/grass,4
github.com/panoptes/pocs,82
github.com/parisastronomicaldatacentre/opus,9
github.com/parkus/ffd,5
github.com/parkus/fiducial_flare,4
github.com/parkus/scicatalog,1
github.com/parsotat/batanalysis,37
github.com/parthenon-hpc-lab/parthenon,141
github.com/patkel/big-macs-calibrate,5
github.com/pau-amaro-seoane/messy,2
github.com/paulhancock/aegean,48
github.com/paulhancock/robbie,1
github.com/paulkuin/uvotpy,10
github.com/paulmcmillan-astro/galpot,23
github.com/paulmcmillan-astro/torus,5
github.com/paumard/cubefit,0
github.com/pavanvyn/triple-stability,4
github.com/pavolgaj/ocfit,7
github.com/pcubillos/gen_tso,9
github.com/pcubillos/mc3,33
github.com/pcubillos/pyratbay,13
github.com/pcubillos/rate,4
github.com/pcubillos/repack,4
github.com/pec27/hfof,15
github.com/pec27/lizard,1
github.com/pec27/smerfs,10
github.com/pedro-acunha/sheep,1
github.com/peijin94/fastqsl,4
github.com/pelahi/treefrog,5
github.com/pelahi/velociraptor-stf,21
github.com/pelican/pelican,18
github.com/pengchzn/yonder,5
github.com/pennucci/pulseportraiture,20
github.com/pentacle-team/pentacle,2
github.com/peregrine-gw/peregrine,15
github.com/peregrine-gw/saqqara,15
github.com/perwin/imfit,34
github.com/peterbartram/tes,9
github.com/peterdenton/ana,1
github.com/peterkamphuis/fat,4
github.com/peterkamphuis/pyfat-astro,3
github.com/petigura/terra,3
github.com/petrofit/petrofit,29
github.com/phasetracer/phasetracer,19
github.com/phil-mansfield/gotetra,13
github.com/phil-mansfield/shellfish,13
github.com/philbull/radiofisher,6
github.com/philippbaumeister/exomdn,10
github.com/phillippro/agatha,8
github.com/phillippro/pexo,4
github.com/phirling/pyc2ray,4
github.com/pierfied/karmma,6
github.com/piernik-dev/piernik,15
github.com/pierrehoudayer/rubis,5
github.com/pierrexyz/cbird,1
github.com/pierrexyz/pybird,28
github.com/pigimonaco/pinocchio,17
github.com/pipliggins/evo,9
github.com/pipliggins/evolve,7
github.com/pizzuti92/mg-mamposst,3
github.com/pj-watson/pygcg,0
github.com/pjcigan/multicolorfits,41
github.com/pjcigan/pysymlog,5
github.com/pkestene/ramsesgpu,59
github.com/pkgw/pwkit,28
github.com/pkugyf/mst,3
github.com/planck-npipe/hillipop,3
github.com/planck-npipe/lollipop,6
github.com/planethunters/tkmatrix,6
github.com/planethunters/watson,2
github.com/plasmapy/plasmapy,623
github.com/plazar/coast_guard,1
github.com/plazar/toaster,0
github.com/plotly/plotly.py,17526
github.com/pmaxted/pycheops,23
github.com/pmelchior/des-exp-checker,9
github.com/pmelchior/epsnoise,2
github.com/pmelchior/pygmmis,102
github.com/pmelchior/scarlet,54
github.com/pmelchior/shapelens,5
github.com/pmelchior/shear-stacking,2
github.com/pmelchior/skylens,5
github.com/pmelchior/skymapper,48
github.com/pmelchior/spender,41
github.com/pmvreeswijk/blackbox,7
github.com/pmvreeswijk/zogy,39
github.com/pocvirk/steckmap,1
github.com/podondra/bayesian-sznet,0
github.com/polychord/polychordlite,93
github.com/polymathicai/astroclip,146
github.com/pontoppi/radlite,4
github.com/portsmouth/cmbview,0
github.com/posydon-code/posydon,31
github.com/prajwel/curvit,15
github.com/pranab-jd/ipic3d-cpu-space-coe,2
github.com/pranab-jd/ipic3d-gpu-space-coe,1
github.com/pranab-jd/lexint,11
github.com/princetonuniversity/athena,272
github.com/princetonuniversity/athena-cversion,54
github.com/princetonuniversity/fasttemplateperiodogram,52
github.com/privong/pymccorrelation,11
github.com/privong/pymcspearman,1
github.com/professorbrunner/rc3-pipeline,5
github.com/projectchrono/chrono,2478
github.com/projectcuisines/thai_trilogy_code,6
github.com/pschella/k3match,11
github.com/pscicluna/precision,1
github.com/psheehan/pdspy,16
github.com/punzo/slicerastro,42
github.com/purmortal/galcraft,1
github.com/pw31/ggchem,20
github.com/pwry/lextes,1
github.com/pydl/cat-puma,9
github.com/pyfftw/pyfftw,396
github.com/pyfstat/pyfstat,50
github.com/pymc-devs/pymc,9133
github.com/pymvpa/pymvpa,317
github.com/pynbody/genetic,25
github.com/pynbody/pynbody,178
github.com/pynbody/tangos,20
github.com/pynpoint/pynpoint,21
github.com/pynucastro/pynucastro,63
github.com/pypeit/pypeit,183
github.com/pyro-ppl/numpyro,2501
github.com/pyro-ppl/pyro,8829
github.com/pysat/pysat,160
github.com/pyspeckit/pyspeckit,108
github.com/q3d/q3dfit,15
github.com/qef/q-e,615
github.com/qhull/qhull,780
github.com/qianlivan/rppps,8
github.com/quantumplasma/sfqedtoolkit,16
github.com/quatrope/astroalign,151
github.com/quatrope/feets,53
github.com/quatrope/properimage,27
github.com/quokka-astro/quokka,50
github.com/rabrahm/ceres,41
github.com/rabrahm/zaspe,6
github.com/radicamc/applesoss,0
github.com/radicamc/exotedrf,2
github.com/radio-astro-tools/pvextractor,16
github.com/radio-astro-tools/spectral-cube,99
github.com/radio-astro-tools/statcont,10
github.com/radio-astro-tools/uvcombine,20
github.com/radioastronomysoftwaregroup/pyuvdata,92
github.com/radiocosmology/caput,14
github.com/radiocosmology/draco,9
github.com/radiocosmology/driftscan,16
github.com/radis/radis,245
github.com/rae-holcomb/spinspotter,6
github.com/rafaeleufrasio/lightning,7
github.com/rafaelsdesouza/amada,2
github.com/rafaelsdesouza/qrpca,6
github.com/rafikueng/spaghettilens,4
github.com/raghuastro/grizzly,0
github.com/rahulshah1397/ladder,2
github.com/rainthunderwyl/lord,5
github.com/rainwoodman/gaepsi,14
github.com/rajeshmondal18/dvisukta,2
github.com/rajeshmondal18/fof-halo-finder,4
github.com/rajeshmondal18/maps,3
github.com/rajeshmondal18/n-body,7
github.com/rajeshmondal18/reionyuga,5
github.com/ramses-organisation/ramses,63
github.com/ranieremenezes/easyfermi,48
github.com/rasg-affiliates/healvis,4
github.com/rathnakumars/difference-smoothing,0
github.com/ratt-ru/breizorro,5
github.com/ratt-ru/codex-africanus,21
github.com/ratt-ru/cubical,18
github.com/ratt-ru/dask-ms,19
github.com/ratt-ru/eidos,16
github.com/ratt-ru/montblanc,10
github.com/ratt-ru/pymoresane,11
github.com/ratt-ru/quartical,8
github.com/ratt-ru/rodrigues,7
github.com/ratt-ru/smops,1
github.com/ratt-ru/solarkat,2
github.com/ratt-ru/stimela-classic,28
github.com/rbrthogan/gaz,1
github.com/rcthomas/es,11
github.com/realfastvla/realfast,9
github.com/realfastvla/rfpipe,11
github.com/reference-lapack/lapack,1683
github.com/reggiebernardo/ptafast,13
github.com/regonzar/paravt,20
github.com/remi-adam/minot,5
github.com/remingtonsexton/badass3,50
github.com/renecotyfanboy/jaxspec,32
github.com/reneheller/pile-up,0
github.com/revoltek/losoto,11
github.com/rezeebe/orbitn,3
github.com/rfeldmann/leopy,18
github.com/rferdman/afr,1
github.com/rhayes777/pyautofit,64
github.com/rhdtownsend/gyre,35
github.com/rhyspoulton/orbweaver,1
github.com/rhyspoulton/wherewolf,0
github.com/rice-solar-physics/ebtel,8
github.com/richardpiii/cumulative-time-dilation,0
github.com/richteague/bettermoments,16
github.com/richteague/disksurf,10
github.com/richteague/eddy,22
github.com/richteague/gofish,14
github.com/rickkessler/snana,43
github.com/riogroup/sora,17
github.com/rkiman/wdwarfdate,17
github.com/rmjarvis/piff,65
github.com/rmjarvis/treecorr,107
github.com/rnazx/scaling-relations,1
github.com/rnikutta/rhocube,2
github.com/roban/cosmolopy,46
github.com/robdjeff/eagles,9
github.com/roberthtyler/tropf,2
github.com/robertwissing/eos,1
github.com/robol/mpsolve,42
github.com/robynlm/ebweyl,9
github.com/robynlm/icpertflrw,2
github.com/robynlm/sphereint,2
github.com/rodluger/everest,42
github.com/rodluger/planetplanet,44
github.com/rodluger/starry,151
github.com/rodluger/starry_process,17
github.com/rohinkumar/correlcalc,7
github.com/romain-thomas-shef/dfitspy,5
github.com/romain-thomas-shef/photon,3
github.com/ronnyerrmann/hiflex,12
github.com/rorybarnes/eqtide,4
github.com/rossfadely/star-galaxy-classification,7
github.com/rossjturner/raisered,2
github.com/rozanskit/suppnet,14
github.com/rpoleski/mulensmodel,63
github.com/rreischke/onecovariance,14
github.com/rsnemmen/asurv,6
github.com/rsnemmen/bces,61
github.com/rtip/artip,18
github.com/ruggiero/clustep,5
github.com/ruggiero/galstep,12
github.com/ruiningzhao/wcpy,2
github.com/russelljurek/busy-function-fitting,5
github.com/ruta-k/ugmrt-pipeline-outdated,6
github.com/ruthangus/flicker,3
github.com/ruthangus/gprotation,10
github.com/ruthangus/sipk2,7
github.com/ruthangus/stardate,13
github.com/rwcarlsen/pswarm,0
github.com/ryanhausen/fitsmap,62
github.com/ryanoelkers/dia,21
github.com/ryanvarley/exodata,36
github.com/rychallener/theresa,5
github.com/rzellem/exotic,100
github.com/saberyoung/haffet,11
github.com/sail-labs/amical,9
github.com/saltastro/pyhrs,0
github.com/samb8s/psrpoppy,17
github.com/sambit-giri/bcemu,4
github.com/samconnolly/delightcurvesimulation,39
github.com/sami-galaxy-survey/sami,3
github.com/samreay/barry,21
github.com/samreay/chainconsumer,85
github.com/samreay/marz,18
github.com/samuelyeewl/specmatch-emp,9
github.com/sandialabs/appspack,0
github.com/sandyyuan/grand-hod,5
github.com/sandyyuan/s3pcf,3
github.com/sanjibs/bmcmc,59
github.com/saopicc/ddfacet,19
github.com/saopicc/killms,12
github.com/sapearson/hss,5
github.com/sarrvesh/cuffs,7
github.com/sarveshvgharat/plages-identification,1
github.com/sauddy/grinn,4
github.com/savila/halogen,2
github.com/sbailey/empca,81
github.com/sbi-dev/sbi,713
github.com/sbird/fake_spectra,16
github.com/sbird/genpk,9
github.com/sblunt/orbitize,86
github.com/sbraden/circle-craters,17
github.com/sbussmann/uvmcmcfit,11
github.com/schlafly/crowdsource,21
github.com/schulik/aiolos,5
github.com/schulze61/rhopop,0
github.com/scikit-hep/iminuit,300
github.com/scikit-learn-contrib/hdbscan,2965
github.com/scotthgn/agnvar,5
github.com/scotthgn/relagn,6
github.com/scottransom/presto,250
github.com/sczesla/pyastronomy,166
github.com/sdrastro/nwelch,8
github.com/sdss/mangadap,21
github.com/sdss/marvin,58
github.com/seamusclarke/bts,4
github.com/seamusclarke/fragment,7
github.com/seamusclarke/rjplots,5
github.com/seap-udea/iwander,1
github.com/seawander/centerradon,1
github.com/seawander/debrisdiskfm,3
github.com/sebastian-zieba/pacman,6
github.com/sebastianbocquet/pygtc,33
github.com/sebhoof/solaraxionflux,8
github.com/seboliver/pca,0
github.com/seclark/rht,25
github.com/seeh/surprise,4
github.com/sefffal/octofitter.jl,43
github.com/segasai/q3c,84
github.com/segasai/rvspecfit,20
github.com/seheonoh/2dbat,4
github.com/seheonoh/baygaud,3
github.com/semaphorep/whereistheplanet,11
github.com/sep-developers/sep,201
github.com/seshnadathur/revolver,9
github.com/sethspjohnso/satmc,2
github.com/sevenian3/chromastarpy,10
github.com/sevenian3/graystar4,0
github.com/sevenian3/graystar4server,0
github.com/sevenstarknight/linearsupervisedclassification,0
github.com/sevenstarknight/ocdetector,0
github.com/sevenstarknight/ssmm,1
github.com/sevenstarknight/variablestaranalysis,0
github.com/sfarrens/sf_deconvolve,25
github.com/sfarrens/sfof,15
github.com/sfeeney/ddspectra,3
github.com/sfeeney/hh0,12
github.com/sfschen/velocileptors,21
github.com/sfu-cosmo/mgcamb,6
github.com/sgshulman/dgem,2
github.com/shadden/celmech,64
github.com/shahmoradi/grb_world,0
github.com/shaunfell/grboondi,4
github.com/shbhuk/barycorrpy,43
github.com/shbhuk/mrexo,5
github.com/sheng-qi-yang/hiilines,5
github.com/shengjin/nii,3
github.com/shengjin/nii-c,7
github.com/shergreen/satgen,23
github.com/sherpa-deproject/deproject,5
github.com/sherpa/sherpa,157
github.com/sheydenreich/threepoint,5
github.com/shihyuntang/igrins_rv,-1
github.com/shinichiroando/sashimi-c,8
github.com/shinichiroando/sashimi-w,3
github.com/shishirdholakia/eclipsoid,6
github.com/shtools/shtools,396
github.com/sibirrer/hierarc,10
github.com/sibirrer/lenstronomy,12
github.com/sibirrer/psfr,27
github.com/sidchaini/distclassipy,9
github.com/sidmohite/nimbus-astro,5
github.com/sihanjiao/j-comb,3
github.com/sihaocheng/wd_models,34
github.com/silburt/deepmoon,136
github.com/simon-prunet/defringe,7
github.com/simoncan/glemur,1
github.com/simoncasassus/conerot,0
github.com/simonpfeifer/cows,7
github.com/simonsobs/hmvec,10
github.com/simonsobs/mnms,2
github.com/simonsobs/nemo,8
github.com/simonsobs/pixell,51
github.com/simonsobs/so_noise_models,8
github.com/sioslab/exodetbox,3
github.com/sioslab/nexo,0
github.com/siriobelli/flame,4
github.com/sispo-developers/sispo,22
github.com/sixbynine/pulsarhunter,3
github.com/sj001/ai-feynman,699
github.com/sjaffa/jplots,3
github.com/sjforeman/bskit,12
github.com/sjforeman/stringfast,0
github.com/ska-inaf/caesar,4
github.com/ska-inaf/caesar-rest,4
github.com/ska-sa/hibayes,2
github.com/ska-sa/katdal,12
github.com/skendrew/midir_sensitivity,4
github.com/skendrew/milkywayproject_triggering,0
github.com/skiehl/lcsim,7
github.com/skiehl/polarizationtools,6
github.com/skiehl/wwz,20
github.com/skyfielders/python-skyfield,1570
github.com/skypyproject/skypy,125
github.com/smandal97/sprout,2
github.com/smaret/astrochem,21
github.com/smaret/thindisk,5
github.com/smeingast/pnicer,12
github.com/smirik/mercury,65
github.com/smirik/resonances,9
github.com/smith42/astroddpm,57
github.com/smith42/astropt,34
github.com/smith42/pix2prof,10
github.com/smith42/xdf-gan,22
github.com/smoh/kinesis,6
github.com/smsharma/dark-photons-perturbations,3
github.com/smsharma/fermi-gce-flows,6
github.com/smsharma/mining-for-substructure-lens,32
github.com/snad-space/ztf-viewer,14
github.com/snad-space/zwad,11
github.com/sncosmo/extinction,46
github.com/sncosmo/sncosmo,77
github.com/snews2/snewpy,32
github.com/snfactory/binaryoffset,6
github.com/snowglobes/snowglobes,24
github.com/soerenslarsen/baolab,1
github.com/soerenslarsen/ispy3,1
github.com/sofia-admin/sofia,0
github.com/sofia-admin/sofia-2,0
github.com/soichiro-hattori/unpopular,18
github.com/soleneulmer/bem,8
github.com/solerjuan/astrohog,27
github.com/solerjuan/magnetar,15
github.com/someone789/galax2d,0
github.com/songningqiang/cosmoled,3
github.com/sonny-harman/snowball,1
github.com/sophiemlv/axionhmcode,8
github.com/sosl/h-fista,3
github.com/sousasag/ares,13
github.com/sousasag/tmcalc,2
github.com/soylentdeen/counterpoint,3
github.com/soylentdeen/moogstokes,7
github.com/spaceml/galaxygan,22
github.com/spaceodyssey/blobby3d,0
github.com/spacepy/spacepy,253
github.com/spacetelescope/acstools,7
github.com/spacetelescope/astrocut,28
github.com/spacetelescope/astronify,82
github.com/spacetelescope/hst_cosmic_rays,0
github.com/spacetelescope/hstaxe,11
github.com/spacetelescope/imexam,75
github.com/spacetelescope/jdaviz,159
github.com/spacetelescope/mirage,43
github.com/spacetelescope/poppy,243
github.com/spacetelescope/pyfits,27
github.com/spacetelescope/pystortion,0
github.com/spacetelescope/spaceklip,17
github.com/spacetelescope/specview,6
github.com/spacetelescope/specviz,44
github.com/spacetelescope/stsdas_stripped,1
github.com/spacetelescope/stsynphot_refactor,15
github.com/spacetelescope/synphot_refactor,41
github.com/spacetelescope/webbpsf,126
github.com/spamfour/redpipe,7
github.com/sparta-dev/sparta,10
github.com/spastras/galclass,3
github.com/spearnet/transitfit,3
github.com/spedas/pyspedas,172
github.com/spexod/islat,9
github.com/spicy-oil/hfs_fit,0
github.com/ssdatalab/psfmachine,19
github.com/ssdatalab/vetting,3
github.com/stammler/dustpy,27
github.com/stammler/dustpylib,4
github.com/starfish-develop/starfish,74
github.com/starfleetjames/james-s-eve-dimming-index-jedi,7
github.com/starkit/wsynphot,3
github.com/starlink/aspic,2
github.com/starlink/hds-v5,1
github.com/starlink/orac-dr,9
github.com/starlink/pal,29
github.com/starlink/palpy,3
github.com/starlink/perl-starlink-autoastrom,1
github.com/starlink/starjava,103
github.com/starlink/starlink,184
github.com/stassev/colacode,1
github.com/stefano-meschiari/systemic2,54
github.com/stefanofisc/dartvetter,0
github.com/stefanofisc/dartvetter_apj,0
github.com/stekhoven/missforest,97
github.com/stellar-group/octotiger,52
github.com/stephenjhardy/sl1m,1
github.com/sterlingym/astropips,7
github.com/stermzsofi/tide,0
github.com/steven-murray/halomod,33
github.com/steven-murray/mrpy,1
github.com/steven-murray/powerbox,26
github.com/stevengiacalone/triceratops,23
github.com/stevengj/nlopt,2068
github.com/stevertaylor/gw_pta_emulator,5
github.com/stingraysoftware/hendrics,25
github.com/stingraysoftware/stingray,198
github.com/storyofthewolf/exocam,20
github.com/storyofthewolf/exort,10
github.com/stuermer/echellesimulator,11
github.com/subisarkar/jexosim,7
github.com/sundarjhu/2-dust,1
github.com/sunnyvagnozzi/braneworld-extra-dimensions,1
github.com/sunpy/ndcube,46
github.com/supernnova/supernnova,32
github.com/surhudm/aum,4
github.com/surhudm/savitzky_golay_with_errors,11
github.com/swagnercarena/ovejero,10
github.com/swagnercarena/paltas,16
github.com/swat-sheffield/sac,0
github.com/swiftsim/swiftgalaxy,6
github.com/sxs-collaboration/gwsurrogate,31
github.com/sxs-collaboration/spectre,170
github.com/sxs-collaboration/sxs,31
github.com/t-brandt/acorns-adi,1
github.com/t-brandt/fitramp,6
github.com/t-brandt/orvara,36
github.com/taehoryu/tdemass,2
github.com/takafumi291/essence,6
github.com/tamarervin/solaster,3
github.com/tanner-trickle/exceed-dm,12
github.com/tansudaylan/pcat,5
github.com/taranu/allstarfit,1
github.com/tardis-sn/carsus,26
github.com/tardis-sn/tardis,220
github.com/tatekawa-astron/3lpt-init,0
github.com/tatekawa-astron/pn,0
github.com/tbilby/tbilby,7
github.com/tbisbas/pdfchem,7
github.com/tbronzwaer/raptor,23
github.com/tcallister/autoregressive-bbh-inference,4
github.com/tcassanelli/pywpf,6
github.com/tcherninceline/ppinteractions,0
github.com/tcollett/lenspop,26
github.com/tdrobinson/coronagraph_noise,3
github.com/teamcompas/compas,74
github.com/teamlegwork/legwork,44
github.com/tehanhunter/tess_gaia_light_curve,40
github.com/telegraphic/fits2hdf,24
github.com/telegraphic/pygdsm,30
github.com/telegraphic/pygsm,23
github.com/temken/damascus,7
github.com/temken/damascus-crust,9
github.com/temken/damascus-sun,6
github.com/temken/darkarc,7
github.com/temken/dirac_vs_majorana,1
github.com/temuller/piscola,8
github.com/teoxxx/nemiss_proper,0
github.com/teoxxx/rlos,0
github.com/terryyin/lizard,2007
github.com/tessgi/tess-point,33
github.com/tessgi/tvguide,4
github.com/teuben/ascl-tools,6
github.com/teuben/datacomb,9
github.com/teuben/nemo,71
github.com/teuben/qac,0
github.com/thdauser/relxill,16
github.com/thdauser/sixte,21
github.com/theonefromnowhere/fitcov,1
github.com/thevictormunoz/nuhawkhunter,8
github.com/thierry-sousbie/dice,7
github.com/thierry-sousbie/disperse,44
github.com/tholoien/empiricisn,2
github.com/tholoien/xdgmm,24
github.com/thomasedwardriley/xpsi-pre-transfer,1
github.com/thomasorb/orb,9
github.com/thomasorb/orbs,3
github.com/thomasorb/orcs,10
github.com/thomaswilliamsastro/mcfine,1
github.com/threeml/astromodels,49
github.com/threeml/threeml,79
github.com/tianlaiproject/tlpipe,14
github.com/tiberioap/grav_waldo,2
github.com/tidymess-code/tidymess,4
github.com/tikk3r/legacystamps,6
github.com/tillense/fosite,5
github.com/timothyadavis/gastimator,2
github.com/timothyadavis/kinms,5
github.com/timothyadavis/kinmspy,18
github.com/timothydmorton/isochrones,128
github.com/timothydmorton/vespa,37
github.com/timstaley/amisurvey,0
github.com/timstaley/chimenea,1
github.com/timstaley/drive-ami,0
github.com/timstaley/drive-casa,8
github.com/timstaley/voevent-parse,11
github.com/tingyuansen/the_payne,19
github.com/tjlcbakx/redshift-search-graphs,2
github.com/tkarwal/procoli,8
github.com/tkerscher/blast,6
github.com/tloredo/cudahm,1
github.com/tmcclintock/areconstructiontool,6
github.com/tmcclintock/cluster_toolkit,23
github.com/tnakazato/priism,23
github.com/tofflemire/saphires,11
github.com/tomasplsek/cadet,8
github.com/tomasstolker/artes,2
github.com/tomasstolker/pycrires,3
github.com/tomasstolker/species,25
github.com/tomlouden/spiderman,23
github.com/tommasoronconi/scampy,4
github.com/tomwagg/cogsworth,21
github.com/tonhingm/photoe-v1,0
github.com/torluca/morphofit,4
github.com/toros-astro/astroalign-legacy,8
github.com/toros-astro/corral,6
github.com/torrance/pigi,5
github.com/toshiyan/cmblensplus,13
github.com/tp2vis/distribute,9
github.com/tpapp/mcmcdiagnostics.jl,21
github.com/transientskp/lpf,1
github.com/transientskp/pyse,11
github.com/transientskp/tkp,20
github.com/trasal/amber,6
github.com/trasal/frbcat,20
github.com/trasal/frbpoppy,30
github.com/treecode/bonsai,71
github.com/trevisanj/pfant,3
github.com/trident-project/trident,24
github.com/tripathi/atmospheric-athena,7
github.com/trivnguyen/florah,4
github.com/tronsgaard/barycorr,5
github.com/trovemaster/duo,16
github.com/trovemaster/exocross,12
github.com/trovemaster/trove,15
github.com/tschad/pycelp,12
github.com/tsfloss/densityfieldtools,0
github.com/tsfloss/urecon,1
github.com/tuoyl/tat-pulsar,5
github.com/turinglang/mcmcdiagnostictools.jl,20
github.com/tvwenger/hii-region-kinematics,2
github.com/tvwenger/hii-region-models,1
github.com/tvwenger/kd,14
github.com/tvwenger/kinematic_scaleheight,2
github.com/tvwenger/millennium-tap-query,1
github.com/tvwenger/tmbidl,0
github.com/tvwenger/wisp,3
github.com/ubc-astrophysics/kd-match,0
github.com/ucberkeleyseti/blimpy,49
github.com/ucberkeleyseti/turbo_seti,60
github.com/ucl-cosmoparticles/modechord,0
github.com/ucl-exoplanets/exogan_public,8
github.com/ucl-exoplanets/exotethys,17
