github_url,stars
github.com/execlim/isca,148
github.com/exo-mercat/exo-mercat,2
github.com/exo-mercat/exo-mercat-gui,0
github.com/exoarcturus/triarc,0
github.com/exobssim/exorad2-public,12
github.com/exobssim/rapoc-public,4
github.com/exoclam/clairvoyance,2
github.com/exoclam/gaspery,5
github.com/exoclim/aeolus,16
github.com/exoclime/hela,12
github.com/exoclime/helios,44
github.com/exoclime/helios-k,21
github.com/exoclime/thor,42
github.com/exoclime/vulcan,54
github.com/exoctk/exoctk,41
github.com/exojulia/exoplanetssyssim.jl,9
github.com/exojulia/syssimexclusters,4
github.com/exomishra/kobe,2
github.com/exoml/plan-net,11
github.com/exoplanet-dev/celerite2,76
github.com/exoplanet-dev/exoplanet,223
github.com/exoplanet-dev/jaxoplanet,63
github.com/exoplanetml/nigraha,3
github.com/exosim/exosimpublic,14
github.com/exosports/bart,34
github.com/exosports/homer,4
github.com/exosports/marge,10
github.com/exosports/transit,9
github.com/extremegravityinstitute/lisa-massive-black-hole,3
github.com/extremegravityinstitute/quickcbc,8
github.com/ezquiaga/phazap,1
github.com/fabiorigamonti/bang,3
github.com/fabiorigamonti/pyadfit,2
github.com/facebookresearch/faiss,36377
github.com/facom/bhmcalc,3
github.com/facom/exorings,0
github.com/facom/tidev,2
github.com/fargo3d/fargo3d,22
github.com/farhanferoz/bambi,3
github.com/farhanferoz/multinest,70
github.com/farhanferoz/skynet,4
github.com/fastpm/fastpm,63
github.com/fcastagna/joxsz,11
github.com/fcastagna/preprofit,6
github.com/fdebras/eclips3d,3
github.com/fdps/fdps,88
github.com/federicomarulli/cosmobolognalib,17
github.com/felixbosco/keplerfit,4
github.com/fenyutanchan/solar-vsi,0
github.com/fergusdonnan/pahdecomp,5
github.com/fergusdonnan/pyroa,10
github.com/fergusdonnan/running-optimal-average,1
github.com/fermi-lat/fermitools-conda,41
github.com/fermipy/fermipy,56
github.com/fforster/delight,7
github.com/fgbuster/fgbuster,16
github.com/fhtouma/subgen2,2
github.com/finagle29/dbsp_drp,8
github.com/fiorenst/autosourceid-light,6
github.com/fireflyspectra/firefly_release,28
github.com/fjankowsk/scatfit,2
github.com/fjdu/myradex,9
github.com/fjdu/rac-2d,4
github.com/fkeruzore/panco2,4
github.com/fkeruzore/picasso,2
github.com/fkiwy/astrotoolbox,10
github.com/fkiwy/finder_charts,5
github.com/fkiwy/untimely_catalog_explorer,16
github.com/fkoehlin/montepython_2cosmos_public,2
github.com/flaminiafortuni/forecast,2
github.com/flatironinstitute/finufft,362
github.com/flatironinstitute/nifty-ls,43
github.com/flexible-atomic-code/fac,84
github.com/florentrenaud/nbody6tt,2
github.com/florian-lienhard/mm-lsd,5
github.com/florpi/sunbird,2
github.com/fluxml/flux.jl,4656
github.com/fmihpc/analysator,7
github.com/fmihpc/vlasiator,57
github.com/forceflow1049/phast,1
github.com/fpavogt/e0102-vr,2
github.com/francescoa97outlook/pyexorama,3
github.com/franciscovillaescusa/pylians,42
github.com/franciscovillaescusa/pylians3,66
github.com/franpoz/sherlock,22
github.com/fraserw/trippy,21
github.com/frbs/frb,64
github.com/fred3m/astro-toyz,3
github.com/fred3m/toyz,16
github.com/frescigno/magpy_rv,3
github.com/fripon/freeture,56
github.com/fruzsinaagocs/oscode,32
github.com/frycast/rcosmo,18
github.com/fwhigh/stellar-locus-regression,5
github.com/fzagaria/copops,0
github.com/gabrielacr/agnfitter,56
github.com/gabrieleparimbelli/colibri,3
github.com/gaiana/nirdust,5
github.com/galactic-ai/haloflow,3
github.com/galacticdynamics-oxford/agama,103
github.com/galacticusorg/galacticus,36
github.com/galkintool/galkin,3
github.com/galletflorian/tatoo,2
github.com/galsim-developers/galsim,247
github.com/galtay/rabacus,6
github.com/galtay/sphray,5
github.com/galtay/urchin,0
github.com/gambitbsm/ddcalc,7
github.com/gambitbsm/gambit_1.5,4
github.com/gambitbsm/gambit_2.5,1
github.com/gambitbsm/pippi,11
github.com/gammacascade/gcascade,3
github.com/gammapy/enrico,23
github.com/gammapy/gammapy,257
github.com/garrelt/c2-ray1d,7
github.com/garrelt/c2-ray3dm,19
github.com/garrelt/c2-ray3dm1d_helium,8
github.com/gausspy/gausspy,50
github.com/gbernstein/gbdes,6
github.com/gbernstein/pixmappy,3
github.com/gbrammer/eazy-photoz,60
github.com/gbrammer/grizli,81
github.com/gbrammer/threedhst,12
github.com/gbrammer/unicorn,2
github.com/gcalderone/qsfit,15
github.com/gdrouart/mrmoose,8
github.com/geminidrsoftware/dragons,32
github.com/geodynamics/burnman,65
github.com/geodynamics/rayleigh,70
github.com/geoffryan/afterglowpy,42
github.com/geza-kovacs/tran_k2,0
github.com/ggmichael/craterstats,38
github.com/ggobi/ggobi,28
github.com/gheald/rmclean,1
github.com/gijsmulders/epos,22
github.com/giuspugl/fgcluster,0
github.com/giuspugl/mcmole3d,0
github.com/giuspugl/picasso,2
github.com/gkulkarni/qlf,8
github.com/glass-dev/glass,40
github.com/glenco/lensed,5
github.com/glue-viz/glue,761
github.com/gmbrandt/htof,13
github.com/gmbrandt/xwavecal,5
github.com/gmzsebastian/fleet,9
github.com/gnave/pybranch,1
github.com/gnave/xgremlin,4
github.com/gnuradio/gnuradio,5572
github.com/goals-survey/cafe,16
github.com/gogrean/pyxel,3
github.com/goobley/radynversion,12
github.com/google/flax,6715
github.com/google/jax,32960
github.com/gotsunami/youpi,8
github.com/gperezs/starcnet,5
github.com/grackle-project/grackle,28
github.com/grahambell/pymoc,6
github.com/grazianoucci/cosmic_variance,1
github.com/grazianoucci/game,1
github.com/grburgess/popsynth,14
github.com/grburgess/pynchrotron,15
github.com/grd349/pbjam,18
github.com/grit-rbsim/grit,12
github.com/grtlcollaboration/grchombo,98
github.com/grtlcollaboration/grdzhadzha,10
github.com/grtlcollaboration/grfolres,5
github.com/grzeimann/diagnose,3
github.com/gsuissa/hardcore,4
github.com/gtoth-umich/vac,2
github.com/gtw2i/ga-galaxy,0
github.com/guangtunbenzhu/nonnegmfpy,32
github.com/guangtunbenzhu/setcoverpy,58
github.com/guillochon/mosfit,46
github.com/gully/blase,28
github.com/guo-jian-wang/colfi,3
github.com/gururajw/superlite,4
github.com/guynir42/radon,3
github.com/gwastro/pycbc,346
github.com/gwpy/gwpy,378
github.com/h-e-l-p/xid_plus,3
github.com/hablabx/rfast,4
github.com/haimengzhao/magic-microlensing,12
github.com/hajimekawahara/exojax,61
github.com/hajimekawahara/juwvid,16
github.com/hajimekawahara/sot,10
github.com/halhaggard/earl,0
github.com/halomod/halomod,33
github.com/halomod/hmf,72
github.com/hamers/secularmultiple,11
github.com/hamers/tpi,0
github.com/handley-lab/anesthetic,60
github.com/handley-lab/fgivenx,22
github.com/hannorein/rebound,974
github.com/hanyk/bayesed3,16
github.com/haowang-astro/jetsimpy,17
github.com/haowenzhang/trinity,8
github.com/harmoni-elt/hsim,10
github.com/hawinther/fml,19
github.com/hawinther/mg-picola-public,13
github.com/hdeeg/kvw,5
github.com/hdeeg/utm_ufit,0
github.com/healpy/healpy,285
github.com/healytwin1/hiss,3
github.com/heatherprince/cosmoped,8
github.com/helenqu/scone,5
github.com/heliopython/heliopy,67
github.com/helioviewer-project/jhelioviewer-swhv,56
github.com/helonghuangastro/exolyn,6
github.com/hemantaph/ler,4
github.com/hematthi/syssimpymmen,2
github.com/hematthi/syssimpyplots,2
github.com/hengyuez/astrofix,10
github.com/henrikju/resolve,9
github.com/henrykhaniewicz/psrvoid,0
github.com/henrysky/astronn,201
github.com/henrysting/blmtree,0
github.com/hera-team/aipy,47
github.com/hera-team/hera_opm,2
github.com/hera-team/librarian,6
github.com/hera-team/matvis,2
github.com/heracles-ec/heracles,5
github.com/herculens/herculens,27
github.com/herjy/slit,0
github.com/herta/frbstats,24
github.com/hfarias/mask_galaxy,9
github.com/hi-colacode/hi-cola,9
github.com/hibridon/hibridon,6
github.com/higgins00/tess-localize,20
github.com/hinleung622/pipes_vis,14
github.com/hippke/communication,1
github.com/hippke/pandora,23
github.com/hippke/pyose,2
github.com/hippke/tls,56
github.com/hippke/wotan,158
github.com/hits-ain/gpcc.jl,2
github.com/hits-ain/pink,23
github.com/hjens/lasso_spectra,1
github.com/hjozwiak-umk/bigos_h2he,1
github.com/hmtabernero/stepar,10
github.com/hmtabernero/steparsyn,9
github.com/hoeijmakers/tayph,10
github.com/hoiting/lzifu,6
github.com/hombit/freddi,8
github.com/hongwanliu/darkhistory,21
github.com/hotokezaka/heatingrate,7
github.com/hpavlov/tangra3,7
github.com/hpc4cmb/toast,44
github.com/hposborn/monotools,9
github.com/hpparvi/ldtk,31
github.com/hpparvi/muscat2_transit_pipeline,5
github.com/hpparvi/opents,7
github.com/hpparvi/pytransit,104
github.com/hpparvi/spright,10
github.com/hsocasnavarro/nicole,28
github.com/hsso/crete,1
github.com/htjb/globalemu,4
github.com/htjb/margarine,13
github.com/htjb/maxsmooth,7
github.com/huang-cl/magrathea,19
github.com/huchiayu/particlegridmapper.jl,4
github.com/hungyipu/odyssey,18
github.com/hveerten/boxfit,7
github.com/hveerten/katu,15
github.com/hwang-summit/hcgrid,6
github.com/hyperopt/hyperopt,7450
github.com/hyperthetical/darkmatters,4
github.com/hytrac/amber,6
github.com/iaart/aart,45
github.com/iain-mcdonald/pyssed,10
github.com/ialopezt/gallenspy,5
github.com/iancze/diskjockey,10
github.com/iancze/psoap,30
github.com/ianheywood/oxkat,30
github.com/ianheywood/pony3d,0
github.com/ianhinder/kranc,30
github.com/icecube/taurunner,11
github.com/icecube/toise,9
github.com/icrar/daliuge,26
github.com/icrar/libprofit,14
github.com/icrar/profit,31
github.com/icrar/pyprofit,15
github.com/icrar/shark,29
github.com/ideasrule/platon,29
github.com/ideasrule/pytpci,2
github.com/idefix-code/idefix,31
github.com/iftachsadeh/annz,30
github.com/igmhub/baofit,9
github.com/igmhub/forestflow,1
github.com/igmhub/lyacolore,4
github.com/igmhub/picca,33
github.com/igrins/plp,18
github.com/ilaudy/piao,0
github.com/imcgreer/simqso,11
github.com/information-field-theory/d3po,3
github.com/information-field-theory/nifty,23
github.com/inigozubeldia/cosmocnc,10
github.com/inigozubeldia/szifi,10
github.com/inonchiu/comest,6
github.com/interferopy/interferopy,13
github.com/iraf-community/iraf,161
github.com/iraf-community/pyraf,64
github.com/ireis/prf,130
github.com/isadoranun/fats,75
github.com/ismael-mendoza/shapemeasurementfisherformalism,2
github.com/ismaelpessa/pymuse,9
github.com/ita-solar/rh,19
github.com/ivastar/clear,0
github.com/ixkael/3dex,5
github.com/ixkael/delight,8
github.com/ixkael/quicksip,5
github.com/j-erler/pymf,7
github.com/j-faria/bgls,8
github.com/j0r1/grale2,6
github.com/jadexter/grtrans,35
github.com/jah1994/pytorchdia,14
github.com/jaimedelacruz/stic,22
github.com/jaimerzp/limberjack.jl,8
github.com/jakeown/astroclover,2
github.com/jakeret/abcpmc,41
github.com/jakeret/tf_unet,1907
github.com/jakevdp/wpca,156
github.com/jakobherpich/pyics,4
github.com/jakobroche/ocsvm-transit-detection,0
github.com/jalusk/lumiere,5
github.com/james-m-osborn/astrosat,20
github.com/jamesaird/fast,10
github.com/jameskirk11/tiberius,1
github.com/jamiedietrich/dynamite,11
github.com/jammy2211/pyautolens,171
github.com/jan-orkisz/colume,1
github.com/jan-rybizki/chempy,32
github.com/jan-rybizki/galaxia_wrap,6
github.com/jan-rybizki/gdr2_completeness,9
github.com/jaschers/damspi,1
github.com/jashcraf/poke,42
github.com/jashunt/snapdragons,2
github.com/javicarron/mtneedlet,4
github.com/javicarron/pynkowski,22
github.com/jax-ml/jax,32960
github.com/jaymurthy/jude,4
github.com/jayshil/pycdata,0
github.com/jbattat/pep_core,4
github.com/jbjolly/linestacker,6
github.com/jbrakensiek/corbits,1
github.com/jbroll/starbase,0
github.com/jcforbes/gidget,0
github.com/jcgoran/coffe,7
github.com/jcibanezm/dustcharge,0
github.com/jcolinhill/pyilc,7
github.com/jcoupon/swot,8
github.com/jcoupon/venice,12
github.com/jdabringhausen/bipos1,4
github.com/jdcphysics/validation,0
github.com/jdeast/exofastv2,42
github.com/jdhenshaw/acorns,7
github.com/jdhenshaw/scouse,9
github.com/jdhenshaw/scousepy,22
github.com/jdonnert/wvtics,9
github.com/jdswinbank/comet,23
github.com/jefflcoughlin/ephemmatch,0
github.com/jefflcoughlin/skye,0
github.com/jeffzhen/omnical,4
github.com/jeremycouturier/ncorpion,4
github.com/jeremysanders/contbin,13
github.com/jeremysanders/dsdeproj,7
github.com/jeremysanders/ggm,12
github.com/jeremysanders/mbproj2,5
github.com/jeremysanders/spex_to_xspec,6
github.com/jeremysanders/xspec_emcee,30
github.com/jesford/cluster-lensing,18
github.com/jesper-karsten/mbasc,4
github.com/jesustorrado/extrapops,7
github.com/jfalconbarroso/bayes-losvd,6
github.com/jfoster17/extinction-distances,0
github.com/jfwallin/jspam,3
github.com/jgagneastro/banyan_sigma,19
github.com/jgagneastro/banyan_sigma_idl,0
github.com/jgagneastro/comover,0
github.com/jgducoin/galclaim,1
github.com/jgieseler/solarmach,33
github.com/jharno/cubep3m,35
github.com/jhayoz/crocodile,0
github.com/jhparkastro/gpcal,4
github.com/jiangfangzhou/sidm,6
github.com/jiangyuts/facetclumps,3
github.com/jieweihuang/coport,9
github.com/jieyu126/jitter,2
github.com/jiffyclub/palettable,799
github.com/jingxuan97/nemesispy,10
github.com/jiwoncpark/baobab,11
github.com/jixingge/ggchempy,9
github.com/jkluter/mlg,2
github.com/jkrogager/voigtfit,32
github.com/jlbline/puma,9
github.com/jlenain/flaapluc,9
github.com/jlillo/tpfplotter,36
github.com/jls713/tact,8
github.com/jluastro/popsycle,16
github.com/jlustigy/coronagraph,6
github.com/jmackereth/orbit-estimation,3
github.com/jmd-dk/concept,86
github.com/jmlascar/sushi,6
github.com/jmschrei/pomegranate,3465
github.com/jmsdsouzaphd/gwdali,10
github.com/jo276/evapmass,8
github.com/joacoh/wise2mbh,3
github.com/joannegger/planetic,3
github.com/jobovy/apogee,45
github.com/jobovy/extreme-deconvolution,80
github.com/jobovy/gaia_tools,68
github.com/jobovy/galpy,246
github.com/jobovy/segueselect,0
github.com/jobovy/simple-m2m,4
github.com/jobovy/stream-stream,5
github.com/jobovy/streamgap-pepper,5
github.com/joe-antognini/kozai,6
github.com/joehahn/ddisk,0
github.com/joeldhartman/vartools,33
github.com/joemcewen/fast-pt,20
github.com/joezuntz/cosmosis,23
github.com/johannes-sahlmann/pygacs,5
github.com/johannesbuchner/bxa,64
github.com/johannesbuchner/nway,66
github.com/johannesbuchner/pymultinest,205
github.com/johannesbuchner/ultranest,187
github.com/johannesulf/dsigma,27
github.com/johnh2o2/cuvarbase,30
github.com/johnh2o2/ggadt,4
github.com/johnveitch/cpnest,29
github.com/jonaselgammal/gpry,28
github.com/jonathanfreundlich/cuspcore,2
github.com/jonathansick/moastro,4
github.com/jonathansick/skyoffset,0
github.com/jonathansick/starfish,3
github.com/jonzink/edi-vetter,2
github.com/jonzink/edi_vetter_unplugged,2
github.com/joost987/mondpmesh,4
github.com/jordanflitter/21cmfirstclass,7
github.com/jorgefz/photoevolver,5
github.com/joschaj/mockfrbhosts,0
github.com/josegit88/scorpio,3
github.com/joshspeagle/dynesty,381
github.com/joshuabarnes/zeno,19
github.com/joshuakt/oxygen-false-positives,6
github.com/jpahlers/lasr,0
github.com/jpcoles/glass,1
github.com/jpcoles/mosaic,2
github.com/jpierel14/snsed,3
github.com/jpierel14/snsed_repository,0
github.com/jpierel14/sntd,5
github.com/jpober/21cmsense,24
github.com/jradavenport/appaloosa,9
github.com/jradavenport/fbeye,2
github.com/jradavenport/thehammer,4
github.com/jradcliffe5/multi_self_cal,1
github.com/jrenaud90/tidalpy,20
github.com/jronayne/pytransport,20
github.com/jruffio/breads,9
github.com/jsobeck/moog_scat,5
github.com/jstuecker/adiabatic-tides,3
github.com/jtksai/pycool,13
github.com/jtschindler/sculptor,9
github.com/julblarod/sophism,3
github.com/juliadiff/forwarddiff.jl,948
github.com/juliadiff/reversediff.jl,377
github.com/julianbmunoz/21cmvfast,5
github.com/julianbmunoz/relicfast,4
github.com/julianbmunoz/zeus21,17
github.com/julianzding/unimap,0
github.com/julienpeloton/s4cmb,10
github.com/juliohc00/pepita,2
github.com/juliotux/astropop,17
github.com/junkoda/cola_halo,9
github.com/junkoda/sidm-nbody,8
github.com/justincfeng/pomin,7
github.com/justinread/gravsphere,8
github.com/justyncw/star_melt,7
github.com/juzikong/photgalimf,0
github.com/jvc2688/k2-cpm,3
github.com/jveitchmichaelis/pygadgetreader,9
github.com/jw-lin/cbeam,6
github.com/jw-lin/lightbeam,12
github.com/jwgcarlson/copter,8
github.com/jzuhone/pyxsim,21
github.com/kambrian/hbt,3
github.com/kambrian/hbtplus,22
github.com/kambrian/subgen,4
github.com/kamuish/archi,1
github.com/karllark/dirty_dustrt,5
github.com/karllark/measure_extinction,0
github.com/karpov-sv/stdpipe,15
github.com/kartheikiyer/dense_basis,23
github.com/kateharborne/create_simspinfile,0
github.com/kateharborne/simspin,25
github.com/kathlandgren/swampe,12
github.com/kathrinnp/darkraynet,9
github.com/kathrynjones1/catwoman,4
github.com/kbarbary/nestle,75
github.com/kboone/avocado,90
github.com/kd0kfo/cosmology,0
github.com/kdeck/ttvfast,19
github.com/keatonb/pyriod,42
github.com/keatonb/tess_prf,10
github.com/keck-datareductionpipelines/kcwi_drp,10
github.com/keck-datareductionpipelines/kcwidrp,10
github.com/keck-datareductionpipelines/mosfiredrp,10
github.com/keck-datareductionpipelines/osirisdrp,16
github.com/keckert7/codes,0
github.com/keflavich/higal_sedfitter,2
github.com/kemasuda/jnkepler,12
github.com/kenethgarcia/classipygrb,17
github.com/kennethcarrell/atarri,1
github.com/keplergo/k2fov,11
github.com/keplergo/k2mosaic,10
github.com/keplergo/kadenza,12
github.com/keplergo/pyke,120
github.com/keras-team/keras,63255
github.com/kernsuite-debian/parseltongue,0
github.com/kevin218/eureka,67
github.com/kfindeisen/lightcurvemc,2
github.com/kgullikson88/companion-finder,3
github.com/kgullikson88/telluric-fitter,21
github.com/kibokov/grumpy,1
github.com/kim554/wdec,12
github.com/kima-org/kima,7
github.com/kirxkirx/vast,15
github.com/kiyo-masui/bitshuffle,228
github.com/kkma89/dmcalc,4
github.com/kkritos/rapster,13
github.com/kmsurrao/remastered,6
github.com/knaidoo29/mistree,51
github.com/kokron/anzu,10
github.com/kokron/skyline,2
github.com/kotekan/kotekan,29
github.com/koustavchandra/gwforge,14
github.com/kpenev/poet,10
github.com/kpicteam/kpic_pipeline,3
github.com/kristiantcho/flashcurve,5
github.com/kushaltirumala/waldoinsky,3
github.com/kusmic/pycosie,1
github.com/kyleaoman/martini,19
github.com/kylemede/exosoft,9
github.com/labjg/fibmeasure,0
github.com/ladsantos/flatstar,4
github.com/ladsantos/p-winds,12
github.com/lanl/swiftbat_python,11
github.com/laristra/flecsph,19
github.com/latrop/deca,4
github.com/lauraherold/pinc,1
github.com/lauralwatkins/cjam,11
github.com/laynep/multimodecode,0
github.com/lazzati-astro/mcrat,10
github.com/lbalkenhol/candl,21
github.com/lberaldoesilva/naif,7
github.com/lcogt/banzai,30
github.com/lcogt/banzai-nres,4
github.com/lcogt/neoexchange,7
github.com/lee-group-cmu/cdetools,12
github.com/lee-group-cmu/nnkcde,10
github.com/lee-group-cmu/rfcde,42
github.com/legacysurvey/legacypipe,38
github.com/legacysurvey/unwise_psf,3
github.com/legolason/pyqsofit,78
github.com/leigh2/cetra,6
github.com/lengoctram/dustpol_py,6
github.com/leonidprinceton/lightweightspacecoronagraphsimulator,2
github.com/lesgourg/class_public,267
github.com/lgbouma/gyro-interp,12
github.com/lgrcia/nuance,19
github.com/lgrcia/prose,59
github.com/li-yangyang/lotus,11
github.com/liamedeiros/ehtplot,54
github.com/libgamera/gamera,33
github.com/libsharp/libsharp,24
github.com/light-curve/light-curve,20
github.com/light-curve/light-curve-python,25
github.com/lightkurve/lightkurve,459
github.com/liltsliverfish/a-time-series-reconstruction-method-of-massive-astronomical-catalogues-based-on-spark,0
github.com/lime-rt/lime,25
github.com/linc-tw/camelus,4
github.com/lindleylentati/cobra,1
github.com/lindleylentati/temponest,12
github.com/lisadang27/spca,3
github.com/liuhao-cn/fastsht,15
github.com/liulei/volks2,0
github.com/lkreidberg/batman,93
github.com/llnl/spheral,68
github.com/lmfit/lmfit-py,1143
github.com/lmwalkowicz/cheetah,1
github.com/lofar-astron/dp3,19
github.com/lofar-astron/pybdsf,52
github.com/lofar-astron/rmextract,31
github.com/logan-pearce/lofti_gaia,8
github.com/loganamorrison/blackthorn,2
github.com/loganamorrison/hazma,12
github.com/londumas/redvsblue,6
github.com/lorenaacuna/gastli,7
github.com/low-sky/cprops,8
github.com/lsstdesc/blendingtoolkit,30
github.com/lsstdesc/ccl,155
github.com/lsstdesc/chroma,8
github.com/lsstdesc/descqa,8
github.com/lsstdesc/namaster,60
github.com/lsstdesc/parsnip,8
github.com/lsstdesc/snmachine,11
github.com/lsstdesc/spectractor,16
github.com/lsstdesc/weaklensingdeblending,14
github.com/lteinturier/cloud-killer-,0
github.com/ltlancas/walter,4
github.com/lucabaldini/ixpeobssim,15
github.com/lucaborsato/trades,9
github.com/lucajrossi/nigo,3
github.com/lucamalavolta/ccfpams,2
github.com/lucamalavolta/pyorbit,30
github.com/lucatelli/morphen,0
github.com/lucijspeert/eclipsr,2
github.com/lucijspeert/star_shadow,2
github.com/luisgoncalves1/clown,1
github.com/luizfelippesr/galmag,5
github.com/luizfelippesr/magnetizer,6
github.com/lukaswenzl/magnification_bias_estimation_in_galaxy_surveys,0
github.com/luxsrc/gray,52
github.com/lwa-project/bifrost,69
github.com/lwang-astro/petar,101
github.com/lwang-astro/sdar,7
github.com/lyalpha/pympc,5
github.com/lyalpha/spalipy,11
github.com/lyf222/alpconv,1
github.com/lynx-x-ray-observatory/soxs,16
github.com/maayane/catshtm,29
github.com/macrocosme/shwirl,5
github.com/madhatdm/madhat,1
github.com/madysonb/eva,3
github.com/mafaldadias/mtransport,4
github.com/magic-sph/magic,86
github.com/magritte-code/magritte,22
github.com/maho3/ltu-ili,61
github.com/mamartinod/grip-nulling,2
github.com/manodeep/corrfunc,180
github.com/manodeep/tesseract,0
github.com/marblestation/ispec,33
github.com/marblestation/posidonius,28
github.com/marcneveu/icydwarf,13
github.com/marcvdsluys/spinspiral,0
github.com/margudo/lssgalpy,10
github.com/mariapetro/lehamoc,12
github.com/mariatsantaki/fasma-synthesis,21
github.com/mariogrs/simfast21,16
github.com/marioromeroc/mixclask,1
github.com/marius311/cosmoslik,5
github.com/marius311/pypico,8
github.com/mariuscautun/dtfe,15
github.com/markfortune/luas,4
github.com/markmageeastro/riddler,0
github.com/markmbaum/geoclim.jl,5
github.com/markusbonse/applefy,7
github.com/martenlourens/pysdr,1
github.com/martenlourens/sharc,1
github.com/martiancolonist/poseidon,31
github.com/martindelosrios/cosmic-kite,0
github.com/martindelosrios/messi,0
github.com/martindelosrios/roger,0
github.com/martinjameswhite/directsht,9
github.com/martinjameswhite/zeldovichrecon,0
github.com/martinsparre/xshpipelinemanager,4
github.com/marziarivi/radiolensfit2,0
github.com/maserlib/expres,5
github.com/masoncarney/stepped_luneburg,4
github.com/matiscke/lcps,1
github.com/matplotlib/viscm,175
github.com/matteobreschi/bajes,22
github.com/matteolucchini1/bhjet,15
github.com/matteozennaro/reps,4
github.com/matthewholman/assist,34
github.com/matthiasfabry/spinos,3
github.com/matthiaslee/xmatch,8
github.com/mattpitkin/psrqpy,45
github.com/mattyowl/astlib,5
github.com/mattyowl/fitscalingrelation,3
github.com/matvii/adam,22
github.com/matwey/fips3,30
github.com/mauropieroni/fastpta,15
github.com/mavrix93/lightcurvesclassifier,15
github.com/maxbernyk/lightcone,1
github.com/maxmahlke/ssos,8
github.com/maxpumperla/hyperas,2179
github.com/mayuresh159/starsense_algorithms,21
github.com/mbaes/sphecow,6
github.com/mbejger/polgraw-allsky,7
github.com/mbonav/exo_dmc,5
github.com/mbursa/disk-models,3
github.com/mbursa/sim5,16
github.com/mcataneo/mochi_class_public,6
github.com/mchalela/grispy,39
github.com/mcmahoncosmologygroup/holosim-ml,2
github.com/mcphac/mcphac,2
github.com/mctwo/mcmac,2
github.com/mdamiano/exotr,1
github.com/mdlreyes/void-dwarf-analysis,2
github.com/mdruett/cocoplot,9
github.com/me-manu/gammaalps,19
github.com/megamorph/galapagos,14
github.com/megamorph/galapagos-c,2
github.com/meganmansfield/igrins_transit,6
github.com/megbedell/wobble,38
github.com/mehdirezaie/sysnet,4
github.com/mehrnooshtahani/mappingblos_molecularclouds,8
github.com/mesahub/mesa,180
github.com/metal-sn/pymcz,8
github.com/meyeralexj/gubas,11
github.com/mgckind/easyaccess,15
github.com/mgckind/mlz,17
github.com/mgckind/sparsepz,2
github.com/mgieles/limepy,13
github.com/micbia/subgridclumping,0
github.com/micgrasso/bigonlight,5
github.com/michaelabdul-masih/spamms,5
github.com/michaelcretignier/rassine_public,16
github.com/michaelhb/superplot,6
github.com/michalychforever/aspy,0
github.com/michalychforever/class-pt,26
github.com/michalychforever/class_lvdm,3
github.com/miche-levi/pncbc-eftofpng,9
github.com/michellelochner/astronomaly,100
github.com/michielcottaar/velbin,0
github.com/mifumagalli/cluster-cloc,0
github.com/miguelcarcamov/csromer,6
github.com/miguelcarcamov/gpuvmem,29
github.com/migueldvb/cine,3
github.com/miguelea/nudec_bsm,12
github.com/miguelzuma/hi_class_public,34
github.com/mihanke/athos,1
github.com/mik3m4n/bacon,14
github.com/mik3m4n/ef-tigre,1
github.com/mikaelleroy/axionns_raytracing,1
github.com/mikecokina/elisa,17
github.com/mikegrudic/makecloud,9
github.com/mikekatz04/bowie,8
github.com/mikesmitka/truvot,0
github.com/mikeswang/harmonia,3
github.com/mikeswang/horizonground,3
github.com/mikhailklassen/protostellar_evolution,3
github.com/milescranmer/pysr,2979
github.com/milicolazo/pyedra,20
github.com/minaskar/hankl,26
github.com/minaskar/pocomc,104
github.com/minaskar/zeus,237
github.com/mingjiejian/sme,8
github.com/minkailin/stratsi,3
github.com/minzastro/unidam,7
github.com/mirochaj/ares,15
github.com/mirochaj/sedop,1
github.com/miroslavbroz/pyshellspec3,1
github.com/mischaschirmer/nebular,3
github.com/mit-starlab/deconfuser,2
github.com/mivp/encube,3
github.com/mj-will/nessai,40
github.com/mjrfringes/haystacks,1
github.com/mjtemple/qsogen,24
github.com/mjuric/galfast,3
github.com/mjuric/lsd,17
github.com/mjuvela/ism,7
github.com/mkargo/pipeline,4
github.com/mkelley/calviacat,4
github.com/mkelley/zchecker,3
github.com/mkenworthy/exorings,15
github.com/mkplummer/imber,2
github.com/mkunimoto/leo-vetter,6
github.com/mlafarga/raccoon,15
github.com/mlares/hearsay,0
github.com/mlarichardson/cosmoscanvas,8
github.com/mlarichardson/ramses2hsim,0
github.com/mlhutchins/lwpc,19
github.com/mlipatov/paint_atmospheres,6
github.com/mlower/rmnest,11
github.com/mlujnie/simple,6
github.com/mmelwani/accretr,3
github.com/mmp2/megaman,328
github.com/mneeleman/qubefit,12
github.com/mnguenther/allesfitter,65
github.com/mniwano/eclaire,11
github.com/moble/gwframes,17
github.com/moble/scri,20
github.com/moeyensj/atm,16
github.com/molscat/molscat,41
github.com/mommermi/photometrypipeline,65
github.com/morisset/pycloudy,35
github.com/morpheus-project/morpheus,59
github.com/morriscb/the-wizz,8
github.com/moscibrodzka/ipole,14
github.com/mostanes/umbrella2,1
github.com/mostanes/umbrella2-euronear,1
github.com/moustakas/impro,15
github.com/moustakas/isedfit,0
github.com/mp-gadget/bigfile,19
github.com/mpeel/fastcc,0
github.com/mperezcarrasco/anomalyalerce,11
github.com/mperrin/poppy,184
github.com/mpip/pfft,56
